,absolute angle of inclination,angle of inclination,number of electrodes,voltage magnitude,voltage frequency,electrode dimension,x pitch,number of phases,grain mass density,mesh size,gravity,phase shift,time step,maximum classified radius,distance between dust generation and first electrode,grain number density,yield
755,335.0,25.0,6.0,2000.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,15.319592475891
756,310.0,50.0,4.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.197733879089
757,335.0,25.0,4.0,2000.0,5.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,15.344411849976
758,335.0,25.0,4.0,2000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,15.011413574219
759,310.0,50.0,8.0,1000.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.540372848511
760,335.0,25.0,6.0,2000.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,15.251522064209
761,335.0,25.0,10.0,2000.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,15.417593955994
762,310.0,50.0,4.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.227169036865
763,335.0,25.0,6.0,2000.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,15.397914886475
764,335.0,25.0,4.0,2000.0,10.0,6.0,40.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,15.27933216095
765,310.0,50.0,4.0,1500.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.399369239807
766,335.0,25.0,10.0,1500.0,5.0,4.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.016032300889,1.0,15.272108078003
767,335.0,25.0,6.0,2000.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,15.362445831299
768,335.0,25.0,6.0,2000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,15.20285320282
769,310.0,50.0,4.0,1500.0,5.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.318221092224
770,335.0,25.0,6.0,2000.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,15.368503570557
771,335.0,25.0,4.0,2000.0,20.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,15.524836540222
772,310.0,50.0,4.0,1500.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.398305892944
773,335.0,25.0,4.0,2000.0,20.0,6.0,40.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,15.353323936462
774,335.0,25.0,4.0,2000.0,15.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,15.159625053406
775,310.0,50.0,8.0,1000.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.524857521057
776,310.0,50.0,4.0,1500.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.260990142822
777,310.0,50.0,4.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.282013893127
778,310.0,50.0,4.0,1500.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,15.278038978577
779,335.0,25.0,6.0,2000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,15.109660148621
780,335.0,25.0,10.0,1500.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.098791122437
781,310.0,50.0,10.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,15.809272766113
782,310.0,50.0,8.0,2000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.704258918762
783,310.0,50.0,8.0,2000.0,5.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.666692733765
784,335.0,25.0,4.0,2000.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,15.956632614136
785,310.0,50.0,10.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,15.910070419312
786,335.0,25.0,8.0,1000.0,15.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,15.839219093323
787,310.0,50.0,8.0,1500.0,15.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.89311504364
788,310.0,50.0,10.0,1500.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,15.683127403259
789,310.0,50.0,10.0,1000.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.029798835516,1.0,15.902777671814
790,335.0,25.0,8.0,1000.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,15.798114776611
791,310.0,50.0,8.0,2000.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.786198616028
792,335.0,25.0,4.0,2000.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,15.807101249695
793,310.0,50.0,8.0,1000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.778402328491
794,310.0,50.0,8.0,1000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.657898902893
795,310.0,50.0,8.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.774635314941
796,335.0,25.0,8.0,1000.0,10.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,15.831133842468
797,310.0,50.0,8.0,2000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,15.77149772644
798,310.0,50.0,6.0,2000.0,20.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.032824665308,1.0,16.188947677612
799,335.0,25.0,8.0,1000.0,15.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,15.832628250122
800,310.0,50.0,6.0,2000.0,15.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.032824665308,1.0,16.05541229248
801,335.0,25.0,10.0,1500.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.062850952148
802,310.0,50.0,4.0,2000.0,15.0,3.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.022747389972,1.0,15.830979347229
803,310.0,50.0,10.0,1000.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,16.15927696228
804,335.0,25.0,4.0,2000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,15.837825775146
805,335.0,25.0,4.0,2000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,15.779666900635
806,335.0,25.0,4.0,2000.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,16.059856414795
807,335.0,25.0,8.0,1000.0,20.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,15.652141571045
808,335.0,25.0,10.0,1500.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.176895141602
809,335.0,25.0,10.0,1500.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,16.198669433594
810,335.0,25.0,6.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.648347854614
811,335.0,25.0,6.0,1000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.490411758423
812,50.0,50.0,4.0,1500.0,15.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,16.457759857178
813,335.0,25.0,6.0,1500.0,15.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.358139038086
814,310.0,50.0,4.0,1500.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,16.65382194519
815,335.0,25.0,6.0,1000.0,5.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.305337905884
816,335.0,25.0,6.0,1000.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.495679855347
817,335.0,25.0,10.0,1500.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.201705932617
818,335.0,25.0,6.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.423377990723
819,50.0,50.0,4.0,2000.0,5.0,3.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,16.367525100708
820,50.0,50.0,4.0,1500.0,10.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,16.65313911438
821,335.0,25.0,6.0,2000.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.527942657471
822,335.0,25.0,10.0,1500.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,16.461933135986
823,335.0,25.0,10.0,1500.0,15.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.32940864563
824,335.0,25.0,10.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.436351776123
825,335.0,25.0,10.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.216100692749
826,310.0,50.0,10.0,1000.0,20.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,16.305452346802
827,335.0,25.0,6.0,1500.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.442060470581
828,50.0,50.0,10.0,2000.0,10.0,6.0,40.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.429031252861,1.0,16.589384078979
829,310.0,50.0,6.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,16.570072174072
830,335.0,25.0,10.0,1500.0,10.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,16.556016921997
831,335.0,25.0,10.0,1500.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,16.448213577271
832,335.0,25.0,6.0,1500.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,16.70775604248
833,335.0,25.0,10.0,1500.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,16.226919174194
834,335.0,25.0,6.0,1000.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.473560333252
835,335.0,25.0,6.0,2000.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,16.593627929688
836,50.0,50.0,4.0,1500.0,15.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,16.651821136475
837,335.0,25.0,10.0,1500.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,16.311639785767
838,310.0,50.0,10.0,1000.0,10.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,16.398843765259
839,335.0,25.0,10.0,1500.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,16.23028755188
840,310.0,50.0,8.0,2000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,17.397394180298
841,310.0,50.0,6.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,16.836698532104
842,335.0,25.0,6.0,1500.0,20.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,16.861068725586
843,335.0,25.0,6.0,2000.0,20.0,6.0,40.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,17.125366210938
844,335.0,25.0,8.0,2000.0,20.0,6.0,40.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016716912389,1.0,16.802528381348
845,310.0,50.0,8.0,2000.0,20.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,17.021661758423
846,335.0,25.0,6.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,16.857088088989
847,335.0,25.0,8.0,1500.0,5.0,3.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015858463943,1.0,17.286214828491
848,335.0,25.0,8.0,1500.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,16.865829467773
849,335.0,25.0,6.0,1500.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,16.835205078125
850,310.0,50.0,8.0,2000.0,15.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,17.2607421875
851,335.0,25.0,6.0,1500.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,16.861265182495
852,310.0,50.0,8.0,2000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,17.371757507324
853,335.0,25.0,6.0,1500.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,16.88715171814
854,335.0,25.0,6.0,2000.0,15.0,6.0,40.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,17.092067718506
855,310.0,50.0,6.0,1500.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,17.060026168823
856,335.0,25.0,6.0,1500.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,17.023065567017
857,335.0,25.0,6.0,1500.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,16.982429504395
858,335.0,25.0,8.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,17.042736053467
859,310.0,50.0,8.0,2000.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,17.034374237061
860,310.0,50.0,8.0,2000.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,17.060905456543
861,310.0,50.0,8.0,2000.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,17.153289794922
862,335.0,25.0,4.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,17.387825012207
863,335.0,25.0,4.0,1500.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,17.322652816772
864,335.0,25.0,8.0,1500.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,17.020523071289
865,335.0,25.0,4.0,1500.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,17.358800888062
866,335.0,25.0,8.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,17.108415603638
867,310.0,50.0,4.0,1500.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029932945967,1.0,17.285932540894
868,335.0,25.0,8.0,1500.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,16.914571762085
869,335.0,25.0,8.0,1500.0,10.0,3.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015858463943,1.0,17.339658737183
870,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,17.95281791687
871,335.0,25.0,4.0,1500.0,15.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,17.488307952881
872,335.0,25.0,8.0,1000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,17.950799942017
873,310.0,50.0,4.0,1500.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029932945967,1.0,17.733520507812
874,310.0,50.0,4.0,1500.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029932945967,1.0,17.444673538208
875,335.0,25.0,8.0,2000.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,17.923894882202
876,335.0,25.0,4.0,1500.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,17.483432769775
877,335.0,25.0,10.0,2000.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,17.678735733032
878,335.0,25.0,10.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,17.595485687256
879,335.0,25.0,8.0,1000.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,17.900913238525
880,310.0,50.0,4.0,1500.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029932945967,1.0,17.662593841553
881,335.0,25.0,8.0,1500.0,20.0,3.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015858463943,1.0,17.486156463623
882,335.0,25.0,8.0,1000.0,20.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,17.964290618896
883,335.0,25.0,6.0,1000.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,17.867753982544
884,335.0,25.0,10.0,1000.0,20.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016532301903,1.0,17.835664749146
885,310.0,50.0,4.0,1500.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029932945967,1.0,17.611330032349
886,335.0,25.0,4.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,17.442794799805
887,310.0,50.0,8.0,2000.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,17.622426986694
888,310.0,50.0,8.0,2000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,17.615940093994
889,335.0,25.0,8.0,1000.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,17.888906478882
890,310.0,50.0,8.0,2000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,17.742931365967
891,335.0,25.0,4.0,1000.0,10.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,17.720788955688
892,335.0,25.0,6.0,1000.0,10.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,17.962343215942
893,335.0,25.0,8.0,1000.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,17.795007705688
894,335.0,25.0,10.0,1000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,17.961002349854
895,335.0,25.0,4.0,1000.0,15.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,17.918867111206
896,335.0,25.0,4.0,1500.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,17.409589767456
897,310.0,50.0,8.0,2000.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,17.435577392578
898,310.0,50.0,8.0,2000.0,5.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,17.476762771606
899,335.0,25.0,6.0,1000.0,15.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014684617519,1.0,17.441761016846
900,335.0,25.0,4.0,1000.0,10.0,6.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,18.062156677246
901,335.0,25.0,10.0,1000.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.041269302368
902,335.0,25.0,6.0,1000.0,15.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,18.224639892578
903,335.0,25.0,4.0,1000.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,18.091230392456
904,310.0,50.0,8.0,1500.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,18.561252593994
905,335.0,25.0,10.0,1000.0,5.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016532301903,1.0,18.201271057129
906,310.0,50.0,10.0,1000.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,18.053211212158
907,335.0,25.0,6.0,2000.0,15.0,6.0,40.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,18.006349563599
908,335.0,25.0,8.0,1500.0,15.0,4.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,18.585411071777
909,335.0,25.0,10.0,1000.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.164136886597
910,335.0,25.0,8.0,2000.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.086940765381
911,335.0,25.0,10.0,2000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.541231155396
912,25.0,25.0,4.0,2000.0,5.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,18.445219039917
913,335.0,25.0,8.0,2000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.375667572021
914,335.0,25.0,6.0,1000.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,18.204160690308
915,335.0,25.0,10.0,2000.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.16032409668
916,335.0,25.0,6.0,1000.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,18.0885887146
917,335.0,25.0,8.0,2000.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.051303863525
